date,topic_0,topic_1,topic_2,topic_3,sum
Mar 17,0.1910117964010632,0.44110697071198046,0.10831360552029425,0.25930780986889024,0.9997401825022282
Mar 18,0.16417966293343625,0.4444629200100423,0.10863780360698652,0.2825722298468835,0.9998526163973485
Mar 19,0.19736358299730297,0.3996934883583716,0.10713448132921652,0.2955325125594209,0.999724065244312
Mar 20,0.19122583485439099,0.3971173640399102,0.10176238483979977,0.3096559396617317,0.9997615233958328
Mar 21,0.1767044477613484,0.3883968027827295,0.09788855310398652,0.3368048345812331,0.9997946382292975
Mar 22,0.16860120608683385,0.39599425213645556,0.10676651097331977,0.3284458141234485,0.9998077833200576
Mar 23,0.19607899059066733,0.3875237568172726,0.09825737567844647,0.31800484272994123,0.9998649658163277
Mar 24,0.23958822906216873,0.3714258950231375,0.09359319633194467,0.29511762600935376,0.9997249464266046
Mar 25,0.29125954874464094,0.36929354428937733,0.1077302951698748,0.2315482158593291,0.999831604063222
Mar 26,0.27054985542159965,0.37728858439285473,0.09134898336987676,0.26059935014160684,0.9997867733259379
Mar 27,0.2703648156126793,0.3705012256555942,0.09861618768070621,0.26034174555634265,0.9998239745053223
Mar 28,0.25963185871856115,0.3977935493794428,0.09484913524494909,0.24732685791048956,0.9996014012534427
Mar 29,0.2810790231074952,0.39318326170069806,0.09356021355114036,0.23186521274905428,0.9996877111083878
Mar 30,0.20802826482338366,0.43671023969942174,0.10331060300050704,0.25171900986208096,0.9997681173853934
Mar 31,0.22755715150178585,0.36888603003782894,0.09737687584821375,0.30593381630451105,0.9997538736923395
Apr 01,0.24153653949747614,0.3769532368090904,0.10798421876990244,0.2733457890591592,0.9998197841356281
Apr 02,0.23840389592635014,0.38103661227628677,0.10527419685692917,0.2749774451826232,0.9996921502421892
Apr 03,0.2601771736703485,0.3714600880802579,0.10819777961234117,0.26000608170008,0.9998411230630275
Apr 04,0.23945399126878297,0.3812485346421732,0.09649807390249061,0.28244982929701784,0.9996504291104646
Apr 05,0.28810725339073023,0.34357874151984497,0.10124636987062072,0.2667887408876725,0.9997211056688684
Apr 06,0.2327924970047366,0.39202236347876335,0.11374078064749615,0.2611591097748157,0.9997147509058119
Apr 07,0.20769984125557367,0.37394075802404125,0.11797950879923522,0.30010859940155304,0.9997287074804033
Apr 08,0.19042886509337717,0.4040087353875391,0.13338533934670196,0.27193409070404695,0.9997570305316652
Apr 09,0.2296122319610094,0.3975937644423153,0.10821074485126454,0.26431002149933497,0.9997267627539244
Apr 10,0.2550743310871207,0.3759550575616709,0.09740377644413872,0.27131337905541036,0.9997465441483406
Apr 11,0.24390975417983202,0.38105453409564993,0.10391445400296814,0.2708805211209175,0.9997592633993677
Apr 12,0.273409007401516,0.377978574945281,0.1004460046539704,0.24788534022743502,0.9997189272282023
Apr 13,0.26894581953284186,0.365885006428059,0.10559407528734913,0.25918537791401736,0.9996102791622672
Apr 14,0.24784291816801673,0.39363119085924436,0.1034785678694393,0.25487843298242757,0.9998311098791279
Apr 15,0.20232339167215743,0.3686841726800864,0.1279501020071536,0.30076230502320206,0.9997199713825995
Apr 16,0.21836961786925888,0.369264514349716,0.16065416129760937,0.25136257459091554,0.9996508681074998
Apr 17,0.20163211460189465,0.3527104962139984,0.19049793094649892,0.25464349043885615,0.9994840322012482
Apr 18,0.19711743761254003,0.3808243682750673,0.1792329277092579,0.24249017654345476,0.99966491014032
Apr 19,0.18835921062111674,0.38947595513013805,0.17223101020542178,0.2495673713097974,0.9996335472664739
Apr 20,0.20971471512179196,0.3479087558190607,0.1748940287830723,0.26718057860183503,0.9996980783257601
Apr 21,0.14277616781202937,0.35345414059438673,0.1470292454669056,0.3564786817815582,0.9997382356548798
Apr 22,0.1682970574705174,0.36512211820332996,0.15568747271974745,0.31066412536513144,0.9997707737587262
Apr 23,0.17434163153964335,0.3575341126225849,0.16416668328140457,0.30354921682435854,0.9995916442679914
Apr 24,0.2015941422331829,0.35111052161137624,0.16958103742171812,0.27727231800860513,0.9995580192748825
Apr 25,0.18949639248443936,0.41165227690881395,0.1657929920543433,0.23276173637668102,0.9997033978242775
Apr 26,0.20686587817879432,0.3819348866537201,0.17200358927284287,0.23882724100023808,0.9996315951055954
Apr 27,0.24448306270492956,0.3288174107993165,0.18630608123464462,0.24010456296710822,0.999711117705999
Apr 28,0.21175234541811502,0.3570627733766621,0.16045259057611064,0.2701849811890507,0.9994526905599384
Apr 29,0.22144373668610906,0.3357097496088703,0.1909069559356035,0.25154438251177375,0.9996048247423566
Apr 30,0.23053216703793886,0.3460203216088209,0.17136864134025975,0.2515252507006341,0.9994463806876537
May 27,0.23234796731372426,0.33822817750153455,0.15916674182137203,0.26949230660614204,0.999235193242773
May 28,0.20718841154323378,0.35110798835192986,0.17862076047536743,0.26279558580354484,0.999712746174076
May 29,0.20515967335708382,0.30756028856058387,0.16210729491946693,0.3249674548866564,0.9997947117237911
May 30,0.2199656238219937,0.3689001219037837,0.14531300001284247,0.2653715738665257,0.9995503196051454
May 31,0.23652510578847594,0.3672986340067453,0.15272209216944047,0.2429233773570094,0.999469209321671
